Site_ID,Market,Density,FY,Cost_Line_Description,Amount_USD,Traffic_TB_annual
SITE-10349,South MS,Suburban,2025,Fiber backhaul circuit,9781.25,55.7
SITE-10349,South MS,Suburban,2025,Field workforce (contract),15841.67,55.7
SITE-10349,South MS,Suburban,2025,OEM RAN maint.,10915.31,55.7
SITE-10349,South MS,Suburban,2025,Power & gen fuel,4849.8,55.7
SITE-10349,South MS,Suburban,2025,Small cell attach fees,4124.12,55.7
SITE-10349,South MS,Suburban,2025,NOC / dispatch (allocated),6333.06,55.7
SITE-10349,South MS,Suburban,2025,Spares & logistics,4451.6,55.7
SITE-10350,AL Panhandle,Rural,2025,Tower / Collocation,25298.11,91.94
SITE-10350,AL Panhandle,Rural,2025,MW transport — 3rd party,18573.22,91.94
SITE-10350,AL Panhandle,Rural,2025,Fiber backhaul circuit,12711.68,91.94
SITE-10350,AL Panhandle,Rural,2025,Field workforce (contract),20826.56,91.94
SITE-10350,AL Panhandle,Rural,2025,OEM RAN maint.,14154.12,91.94
SITE-10350,AL Panhandle,Rural,2025,Power & gen fuel,6225.62,91.94
SITE-10350,AL Panhandle,Rural,2025,Small cell attach fees,4840.19,91.94
SITE-10350,AL Panhandle,Rural,2025,NOC / dispatch (allocated),7086.25,91.94
SITE-10350,AL Panhandle,Rural,2025,Spares & logistics,4996.18,91.94
SITE-10351,TN Border,Rural,2025,Tower / Collocation,26684.93,57.34
SITE-10351,TN Border,Rural,2025,MW transport — 3rd party,17281.65,57.34
SITE-10351,TN Border,Rural,2025,Fiber backhaul circuit,13204.29,57.34
SITE-10351,TN Border,Rural,2025,Field workforce (contract),20076.82,57.34
SITE-10351,TN Border,Rural,2025,OEM RAN maint.,14783.76,57.34
SITE-10351,TN Border,Rural,2025,Power & gen fuel,6160.78,57.34
SITE-10351,TN Border,Rural,2025,Small cell attach fees,4952.07,57.34
SITE-10351,TN Border,Rural,2025,NOC / dispatch (allocated),6911.78,57.34
SITE-10351,TN Border,Rural,2025,Spares & logistics,4956.42,57.34
SITE-10352,North MS,Suburban,2025,Tower / Collocation,21510.45,90.62
SITE-10352,North MS,Suburban,2025,MW transport — 3rd party,14502.87,90.62
SITE-10352,North MS,Suburban,2025,Fiber backhaul circuit,10385.87,90.62
SITE-10352,North MS,Suburban,2025,Field workforce (contract),16103.42,90.62
SITE-10352,North MS,Suburban,2025,OEM RAN maint.,12063.12,90.62
SITE-10352,North MS,Suburban,2025,Power & gen fuel,4931.12,90.62
SITE-10352,North MS,Suburban,2025,Small cell attach fees,4558.33,90.62
SITE-10352,North MS,Suburban,2025,NOC / dispatch (allocated),5850.15,90.62
SITE-10352,North MS,Suburban,2025,Spares & logistics,4454.05,90.62
SITE-10353,TN Border,Rural,2025,Tower / Collocation,24004.87,96.91
SITE-10353,TN Border,Rural,2025,MW transport — 3rd party,17682.82,96.91
SITE-10353,TN Border,Rural,2025,Fiber backhaul circuit,11915.59,96.91
SITE-10353,TN Border,Rural,2025,Field workforce (contract),22307.37,96.91
SITE-10353,TN Border,Rural,2025,OEM RAN maint.,13358.83,96.91
SITE-10353,TN Border,Rural,2025,Power & gen fuel,6373.03,96.91
SITE-10353,TN Border,Rural,2025,Small cell attach fees,5487.91,96.91
SITE-10353,TN Border,Rural,2025,NOC / dispatch (allocated),6842.01,96.91
SITE-10353,TN Border,Rural,2025,Spares & logistics,5061.71,96.91
SITE-10354,TN Border,Suburban,2025,Tower / Collocation,19365.9,23.21
SITE-10354,TN Border,Suburban,2025,MW transport — 3rd party,14179.13,23.21
SITE-10354,TN Border,Suburban,2025,Fiber backhaul circuit,10722.0,23.21
SITE-10354,TN Border,Suburban,2025,Field workforce (contract),15481.11,23.21
SITE-10354,TN Border,Suburban,2025,OEM RAN maint.,10795.66,23.21
SITE-10354,TN Border,Suburban,2025,Power & gen fuel,5059.77,23.21
SITE-10354,TN Border,Suburban,2025,Small cell attach fees,4161.24,23.21
SITE-10354,TN Border,Suburban,2025,NOC / dispatch (allocated),5735.04,23.21
SITE-10354,TN Border,Suburban,2025,Spares & logistics,4405.9,23.21
SITE-10355,AL Panhandle,Suburban,2025,Tower / Collocation,22362.24,54.99
SITE-10355,AL Panhandle,Suburban,2025,MW transport — 3rd party,14484.7,54.99
SITE-10355,AL Panhandle,Suburban,2025,Fiber backhaul circuit,10668.07,54.99
SITE-10355,AL Panhandle,Suburban,2025,Field workforce (contract),14255.31,54.99
SITE-10355,AL Panhandle,Suburban,2025,OEM RAN maint.,10835.68,54.99
SITE-10355,AL Panhandle,Suburban,2025,Power & gen fuel,4774.38,54.99
SITE-10355,AL Panhandle,Suburban,2025,Small cell attach fees,4430.07,54.99
SITE-10355,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),6269.8,54.99
SITE-10355,AL Panhandle,Suburban,2025,Spares & logistics,4036.79,54.99
SITE-10356,South MS,Urban,2025,Tower / Collocation,21352.14,59.42
SITE-10356,South MS,Urban,2025,MW transport — 3rd party,14824.35,59.42
SITE-10356,South MS,Urban,2025,Fiber backhaul circuit,11150.91,59.42
SITE-10356,South MS,Urban,2025,Field workforce (contract),14798.26,59.42
SITE-10356,South MS,Urban,2025,OEM RAN maint.,11714.19,59.42
SITE-10356,South MS,Urban,2025,Power & gen fuel,5148.73,59.42
SITE-10356,South MS,Urban,2025,Small cell attach fees,4117.97,59.42
SITE-10356,South MS,Urban,2025,NOC / dispatch (allocated),6337.86,59.42
SITE-10356,South MS,Urban,2025,Spares & logistics,3974.93,59.42
SITE-10357,South MS,Rural,2025,Tower / Collocation,27065.7,99.86
SITE-10357,South MS,Rural,2025,MW transport — 3rd party,17494.29,99.86
SITE-10357,South MS,Rural,2025,Fiber backhaul circuit,12327.43,99.86
SITE-10357,South MS,Rural,2025,Field workforce (contract),22439.04,99.86
SITE-10357,South MS,Rural,2025,OEM RAN maint.,14443.02,99.86
SITE-10357,South MS,Rural,2025,Power & gen fuel,6180.31,99.86
SITE-10357,South MS,Rural,2025,Small cell attach fees,5370.71,99.86
SITE-10357,South MS,Rural,2025,NOC / dispatch (allocated),6942.22,99.86
SITE-10357,South MS,Rural,2025,Spares & logistics,5223.75,99.86
SITE-10358,Rural West,Rural,2025,Tower / Collocation,27210.75,70.1
SITE-10358,Rural West,Rural,2025,MW transport — 3rd party,18274.68,70.1
SITE-10358,Rural West,Rural,2025,Fiber backhaul circuit,13475.42,70.1
SITE-10358,Rural West,Rural,2025,Field workforce (contract),20929.54,70.1
SITE-10358,Rural West,Rural,2025,OEM RAN maint.,14942.92,70.1
SITE-10358,Rural West,Rural,2025,Power & gen fuel,5836.46,70.1
SITE-10358,Rural West,Rural,2025,Small cell attach fees,5165.47,70.1
SITE-10358,Rural West,Rural,2025,NOC / dispatch (allocated),7186.09,70.1
SITE-10358,Rural West,Rural,2025,Spares & logistics,5395.91,70.1
SITE-10359,South MS,Rural,2025,Tower / Collocation,25894.16,100.25
SITE-10359,South MS,Rural,2025,MW transport — 3rd party,17239.9,100.25
SITE-10359,South MS,Rural,2025,Fiber backhaul circuit,12710.57,100.25
SITE-10359,South MS,Rural,2025,Field workforce (contract),21352.73,100.25
SITE-10359,South MS,Rural,2025,OEM RAN maint.,12780.86,100.25
SITE-10359,South MS,Rural,2025,Power & gen fuel,6183.01,100.25
SITE-10359,South MS,Rural,2025,Small cell attach fees,5443.32,100.25
SITE-10359,South MS,Rural,2025,NOC / dispatch (allocated),7451.42,100.25
SITE-10359,South MS,Rural,2025,Spares & logistics,5393.66,100.25
SITE-10360,North MS,Suburban,2025,Tower / Collocation,20551.92,10.91
SITE-10360,North MS,Suburban,2025,MW transport — 3rd party,14335.32,10.91
SITE-10360,North MS,Suburban,2025,Fiber backhaul circuit,10061.85,10.91
SITE-10360,North MS,Suburban,2025,Field workforce (contract),14152.48,10.91
SITE-10360,North MS,Suburban,2025,OEM RAN maint.,11772.04,10.91
SITE-10360,North MS,Suburban,2025,Power & gen fuel,5047.03,10.91
SITE-10360,North MS,Suburban,2025,Small cell attach fees,4192.66,10.91
SITE-10360,North MS,Suburban,2025,NOC / dispatch (allocated),5711.99,10.91
SITE-10360,North MS,Suburban,2025,Spares & logistics,4275.72,10.91
SITE-10361,AL Panhandle,Suburban,2025,Tower / Collocation,21215.0,49.24
SITE-10361,AL Panhandle,Suburban,2025,MW transport — 3rd party,13257.27,49.24
SITE-10361,AL Panhandle,Suburban,2025,Fiber backhaul circuit,11155.1,49.24
SITE-10361,AL Panhandle,Suburban,2025,Field workforce (contract),14250.02,49.24
SITE-10361,AL Panhandle,Suburban,2025,OEM RAN maint.,11334.3,49.24
SITE-10361,AL Panhandle,Suburban,2025,Power & gen fuel,4861.22,49.24
SITE-10361,AL Panhandle,Suburban,2025,Small cell attach fees,4266.17,49.24
SITE-10361,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),5740.78,49.24
SITE-10361,AL Panhandle,Suburban,2025,Spares & logistics,4494.8,49.24
SITE-10362,North MS,Suburban,2025,Tower / Collocation,19333.51,29.65
SITE-10362,North MS,Suburban,2025,MW transport — 3rd party,14173.5,29.65
SITE-10362,North MS,Suburban,2025,Fiber backhaul circuit,10533.13,29.65
SITE-10362,North MS,Suburban,2025,Field workforce (contract),15200.97,29.65
SITE-10362,North MS,Suburban,2025,OEM RAN maint.,12268.49,29.65
SITE-10362,North MS,Suburban,2025,Power & gen fuel,5268.78,29.65
SITE-10362,North MS,Suburban,2025,Small cell attach fees,4587.06,29.65
SITE-10362,North MS,Suburban,2025,NOC / dispatch (allocated),5754.9,29.65
SITE-10362,North MS,Suburban,2025,Spares & logistics,4446.56,29.65
SITE-10363,TN Border,Suburban,2025,Tower / Collocation,22572.11,61.22
SITE-10363,TN Border,Suburban,2025,MW transport — 3rd party,14748.88,61.22
SITE-10363,TN Border,Suburban,2025,Fiber backhaul circuit,11140.23,61.22
SITE-10363,TN Border,Suburban,2025,Field workforce (contract),15852.64,61.22
SITE-10363,TN Border,Suburban,2025,OEM RAN maint.,10742.92,61.22
SITE-10363,TN Border,Suburban,2025,Power & gen fuel,5262.73,61.22
SITE-10363,TN Border,Suburban,2025,Small cell attach fees,4239.33,61.22
SITE-10363,TN Border,Suburban,2025,NOC / dispatch (allocated),6348.7,61.22
SITE-10363,TN Border,Suburban,2025,Spares & logistics,4458.65,61.22
SITE-10364,Rural West,Urban,2025,Tower / Collocation,20921.36,14.06
SITE-10364,Rural West,Urban,2025,MW transport — 3rd party,13428.72,14.06
SITE-10364,Rural West,Urban,2025,Fiber backhaul circuit,10846.78,14.06
SITE-10364,Rural West,Urban,2025,Field workforce (contract),15428.17,14.06
SITE-10364,Rural West,Urban,2025,OEM RAN maint.,12037.94,14.06
SITE-10364,Rural West,Urban,2025,Power & gen fuel,4920.31,14.06
SITE-10364,Rural West,Urban,2025,Small cell attach fees,4263.02,14.06
SITE-10364,Rural West,Urban,2025,NOC / dispatch (allocated),5585.84,14.06
SITE-10364,Rural West,Urban,2025,Spares & logistics,4511.53,14.06
SITE-10365,North MS,Urban,2025,Tower / Collocation,19955.61,16.91
SITE-10365,North MS,Urban,2025,MW transport — 3rd party,15099.52,16.91
SITE-10365,North MS,Urban,2025,Fiber backhaul circuit,9811.53,16.91
SITE-10365,North MS,Urban,2025,Field workforce (contract),15580.12,16.91
SITE-10365,North MS,Urban,2025,OEM RAN maint.,11873.98,16.91
SITE-10365,North MS,Urban,2025,Power & gen fuel,5304.88,16.91
SITE-10365,North MS,Urban,2025,Small cell attach fees,4039.24,16.91
SITE-10365,North MS,Urban,2025,NOC / dispatch (allocated),5532.67,16.91
SITE-10365,North MS,Urban,2025,Spares & logistics,4215.19,16.91
SITE-10366,TN Border,Urban,2025,Tower / Collocation,20774.28,39.03
SITE-10366,TN Border,Urban,2025,MW transport — 3rd party,13504.07,39.03
SITE-10366,TN Border,Urban,2025,Fiber backhaul circuit,10585.18,39.03
SITE-10366,TN Border,Urban,2025,Field workforce (contract),14530.16,39.03
SITE-10366,TN Border,Urban,2025,OEM RAN maint.,11751.16,39.03
SITE-10366,TN Border,Urban,2025,Power & gen fuel,4750.07,39.03
SITE-10366,TN Border,Urban,2025,Small cell attach fees,4573.61,39.03
SITE-10366,TN Border,Urban,2025,NOC / dispatch (allocated),6125.67,39.03
SITE-10366,TN Border,Urban,2025,Spares & logistics,4033.58,39.03
SITE-10367,TN Border,Urban,2025,Tower / Collocation,19780.56,37.1
SITE-10367,TN Border,Urban,2025,MW transport — 3rd party,13745.72,37.1
SITE-10367,TN Border,Urban,2025,Fiber backhaul circuit,11096.55,37.1
SITE-10367,TN Border,Urban,2025,Field workforce (contract),15552.65,37.1
SITE-10367,TN Border,Urban,2025,OEM RAN maint.,10832.62,37.1
SITE-10367,TN Border,Urban,2025,Power & gen fuel,5146.23,37.1
SITE-10367,TN Border,Urban,2025,Small cell attach fees,4083.93,37.1
SITE-10367,TN Border,Urban,2025,NOC / dispatch (allocated),6403.34,37.1
SITE-10367,TN Border,Urban,2025,Spares & logistics,3932.27,37.1
SITE-10368,South MS,Rural,2025,Tower / Collocation,24046.77,19.38
SITE-10368,South MS,Rural,2025,MW transport — 3rd party,17119.56,19.38
SITE-10368,South MS,Rural,2025,Fiber backhaul circuit,13437.08,19.38
SITE-10368,South MS,Rural,2025,Field workforce (contract),21447.22,19.38
SITE-10368,South MS,Rural,2025,OEM RAN maint.,14187.19,19.38
SITE-10368,South MS,Rural,2025,Power & gen fuel,6459.84,19.38
SITE-10368,South MS,Rural,2025,Small cell attach fees,5420.37,19.38
SITE-10368,South MS,Rural,2025,NOC / dispatch (allocated),7182.64,19.38
SITE-10368,South MS,Rural,2025,Spares & logistics,5157.25,19.38
SITE-10369,TN Border,Rural,2025,Tower / Collocation,26818.67,43.28
SITE-10369,TN Border,Rural,2025,MW transport — 3rd party,16105.05,43.28
SITE-10369,TN Border,Rural,2025,Fiber backhaul circuit,12071.91,43.28
SITE-10369,TN Border,Rural,2025,Field workforce (contract),22345.09,43.28
SITE-10369,TN Border,Rural,2025,OEM RAN maint.,13489.39,43.28
SITE-10369,TN Border,Rural,2025,Power & gen fuel,5833.75,43.28
SITE-10369,TN Border,Rural,2025,Small cell attach fees,4891.89,43.28
SITE-10369,TN Border,Rural,2025,NOC / dispatch (allocated),7245.48,43.28
SITE-10369,TN Border,Rural,2025,Spares & logistics,5435.25,43.28
SITE-10370,Rural West,Urban,2025,Tower / Collocation,22472.7,48.47
SITE-10370,Rural West,Urban,2025,MW transport — 3rd party,13885.28,48.47
SITE-10370,Rural West,Urban,2025,Fiber backhaul circuit,11241.35,48.47
SITE-10370,Rural West,Urban,2025,Field workforce (contract),16249.04,48.47
SITE-10370,Rural West,Urban,2025,OEM RAN maint.,11027.61,48.47
SITE-10370,Rural West,Urban,2025,Power & gen fuel,5358.63,48.47
SITE-10370,Rural West,Urban,2025,Small cell attach fees,4376.39,48.47
SITE-10370,Rural West,Urban,2025,NOC / dispatch (allocated),5961.25,48.47
SITE-10370,Rural West,Urban,2025,Spares & logistics,4197.58,48.47
SITE-10371,North MS,Rural,2025,Tower / Collocation,26422.53,107.8
SITE-10371,North MS,Rural,2025,MW transport — 3rd party,18832.96,107.8
SITE-10371,North MS,Rural,2025,Fiber backhaul circuit,12645.97,107.8
SITE-10371,North MS,Rural,2025,Field workforce (contract),22368.02,107.8
SITE-10371,North MS,Rural,2025,OEM RAN maint.,14646.06,107.8
SITE-10371,North MS,Rural,2025,Power & gen fuel,5894.83,107.8
SITE-10371,North MS,Rural,2025,Small cell attach fees,4772.66,107.8
SITE-10371,North MS,Rural,2025,NOC / dispatch (allocated),7100.12,107.8
SITE-10371,North MS,Rural,2025,Spares & logistics,5443.95,107.8
SITE-10372,AL Panhandle,Suburban,2025,Tower / Collocation,20459.32,8.64
SITE-10372,AL Panhandle,Suburban,2025,MW transport — 3rd party,14660.28,8.64
SITE-10372,AL Panhandle,Suburban,2025,Fiber backhaul circuit,9851.65,8.64
SITE-10372,AL Panhandle,Suburban,2025,Field workforce (contract),16270.89,8.64
SITE-10372,AL Panhandle,Suburban,2025,OEM RAN maint.,10795.72,8.64
SITE-10372,AL Panhandle,Suburban,2025,Power & gen fuel,5434.39,8.64
SITE-10372,AL Panhandle,Suburban,2025,Small cell attach fees,4057.14,8.64
SITE-10372,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),6420.55,8.64
SITE-10372,AL Panhandle,Suburban,2025,Spares & logistics,4321.23,8.64
SITE-10373,TN Border,Urban,2025,Tower / Collocation,19519.55,13.68
SITE-10373,TN Border,Urban,2025,MW transport — 3rd party,14601.27,13.68
SITE-10373,TN Border,Urban,2025,Fiber backhaul circuit,10990.71,13.68
SITE-10373,TN Border,Urban,2025,Field workforce (contract),15062.45,13.68
SITE-10373,TN Border,Urban,2025,OEM RAN maint.,11323.17,13.68
SITE-10373,TN Border,Urban,2025,Power & gen fuel,5172.86,13.68
SITE-10373,TN Border,Urban,2025,Small cell attach fees,4272.47,13.68
SITE-10373,TN Border,Urban,2025,NOC / dispatch (allocated),6129.03,13.68
SITE-10373,TN Border,Urban,2025,Spares & logistics,4230.81,13.68
SITE-10374,North MS,Rural,2025,Tower / Collocation,23398.47,53.87
SITE-10374,North MS,Rural,2025,MW transport — 3rd party,16397.63,53.87
SITE-10374,North MS,Rural,2025,Fiber backhaul circuit,12798.25,53.87
SITE-10374,North MS,Rural,2025,Field workforce (contract),20789.71,53.87
SITE-10374,North MS,Rural,2025,OEM RAN maint.,14817.72,53.87
SITE-10374,North MS,Rural,2025,Power & gen fuel,6306.02,53.87
SITE-10374,North MS,Rural,2025,Small cell attach fees,5166.77,53.87
SITE-10374,North MS,Rural,2025,NOC / dispatch (allocated),7553.82,53.87
SITE-10374,North MS,Rural,2025,Spares & logistics,4951.08,53.87
SITE-10375,Rural West,Rural,2025,Tower / Collocation,25865.17,11.57
SITE-10375,Rural West,Rural,2025,MW transport — 3rd party,18655.75,11.57
SITE-10375,Rural West,Rural,2025,Fiber backhaul circuit,13274.05,11.57
SITE-10375,Rural West,Rural,2025,Field workforce (contract),22527.37,11.57
SITE-10375,Rural West,Rural,2025,OEM RAN maint.,13614.96,11.57
SITE-10375,Rural West,Rural,2025,Power & gen fuel,6500.61,11.57
SITE-10375,Rural West,Rural,2025,Small cell attach fees,5191.89,11.57
SITE-10375,Rural West,Rural,2025,NOC / dispatch (allocated),7346.75,11.57
SITE-10375,Rural West,Rural,2025,Spares & logistics,4786.55,11.57
SITE-10376,Rural West,Urban,2025,Tower / Collocation,21753.1,13.12
SITE-10376,Rural West,Urban,2025,MW transport — 3rd party,15177.42,13.12
SITE-10376,Rural West,Urban,2025,Fiber backhaul circuit,11176.33,13.12
SITE-10376,Rural West,Urban,2025,Field workforce (contract),14325.13,13.12
SITE-10376,Rural West,Urban,2025,OEM RAN maint.,12227.74,13.12
SITE-10376,Rural West,Urban,2025,Power & gen fuel,4747.18,13.12
SITE-10376,Rural West,Urban,2025,Small cell attach fees,4232.36,13.12
SITE-10376,Rural West,Urban,2025,NOC / dispatch (allocated),6273.92,13.12
SITE-10376,Rural West,Urban,2025,Spares & logistics,3957.81,13.12
SITE-10377,AL Panhandle,Urban,2025,Tower / Collocation,20981.77,10.17
SITE-10377,AL Panhandle,Urban,2025,MW transport — 3rd party,15111.87,10.17
SITE-10377,AL Panhandle,Urban,2025,Fiber backhaul circuit,9847.75,10.17
SITE-10377,AL Panhandle,Urban,2025,Field workforce (contract),14381.05,10.17
SITE-10377,AL Panhandle,Urban,2025,OEM RAN maint.,11549.29,10.17
SITE-10377,AL Panhandle,Urban,2025,Power & gen fuel,4883.19,10.17
SITE-10377,AL Panhandle,Urban,2025,Small cell attach fees,4406.55,10.17
SITE-10377,AL Panhandle,Urban,2025,NOC / dispatch (allocated),6378.05,10.17
SITE-10377,AL Panhandle,Urban,2025,Spares & logistics,4430.9,10.17
SITE-10378,TN Border,Rural,2025,Tower / Collocation,24091.57,112.58
SITE-10378,TN Border,Rural,2025,MW transport — 3rd party,16237.78,112.58
SITE-10378,TN Border,Rural,2025,Fiber backhaul circuit,13006.24,112.58
SITE-10378,TN Border,Rural,2025,Field workforce (contract),19792.55,112.58
SITE-10378,TN Border,Rural,2025,OEM RAN maint.,14712.51,112.58
SITE-10378,TN Border,Rural,2025,Power & gen fuel,6369.41,112.58
SITE-10378,TN Border,Rural,2025,Small cell attach fees,5522.61,112.58
SITE-10378,TN Border,Rural,2025,NOC / dispatch (allocated),6995.3,112.58
SITE-10378,TN Border,Rural,2025,Spares & logistics,5138.59,112.58
SITE-10379,AL Panhandle,Rural,2025,Tower / Collocation,25549.13,40.77
SITE-10379,AL Panhandle,Rural,2025,MW transport — 3rd party,17887.47,40.77
SITE-10379,AL Panhandle,Rural,2025,Fiber backhaul circuit,13661.74,40.77
SITE-10379,AL Panhandle,Rural,2025,Field workforce (contract),22155.77,40.77
SITE-10379,AL Panhandle,Rural,2025,OEM RAN maint.,12997.39,40.77
SITE-10379,AL Panhandle,Rural,2025,Power & gen fuel,6155.61,40.77
SITE-10379,AL Panhandle,Rural,2025,Small cell attach fees,5223.15,40.77
SITE-10379,AL Panhandle,Rural,2025,NOC / dispatch (allocated),6802.34,40.77
SITE-10379,AL Panhandle,Rural,2025,Spares & logistics,5093.94,40.77
SITE-10380,Rural West,Suburban,2025,Tower / Collocation,19823.52,52.55
SITE-10380,Rural West,Suburban,2025,MW transport — 3rd party,14602.75,52.55
SITE-10380,Rural West,Suburban,2025,Fiber backhaul circuit,9918.57,52.55
SITE-10380,Rural West,Suburban,2025,Field workforce (contract),15847.36,52.55
SITE-10380,Rural West,Suburban,2025,OEM RAN maint.,10866.95,52.55
SITE-10380,Rural West,Suburban,2025,Power & gen fuel,5423.37,52.55
